Date,Store_ID,Product_Category,Product,Quantity,Unit_Price,Discount,Customer_Count,Day,Sales
2024-01-02,S01,Snacks,Noodles,48,397.53,10,48,Tuesday,17173.3
2024-01-02,S04,Grocery,Sugar,8,340.19,15,8,Tuesday,2313.29
2024-01-02,S04,Grocery,Sugar,50,287.17,0,59,Tuesday,14358.5
2024-01-02,S04,Grocery,Rice,21,302.05,10,13,Tuesday,5708.74
2024-01-02,S05,Snacks,Biscuits,16,490.96,0,14,Tuesday,7855.36
2024-01-02,S01,Personal Care,Soap,1,144.61,15,1,Tuesday,122.92
2024-01-02,S05,Beverages,Tea,2,280.7,0,2,Tuesday,561.4
2024-01-02,S05,Dairy,Cheese,5,292.6,10,3,Tuesday,1316.7
2024-01-02,S01,Personal Care,Shampoo,35,88.82,0,18,Tuesday,3108.7
2024-01-02,S01,Grocery,Rice,10,110.89,10,10,Tuesday,998.01
2024-01-02,S01,Personal Care,Soap,45,325.82,5,31,Tuesday,13928.8
2024-01-02,S01,Beverages,Tea,10,219.16,5,8,Tuesday,2082.02
2024-01-02,S04,Household,Cleaner,26,490.65,5,21,Tuesday,12119.05
2024-01-02,S03,Grocery,Wheat,15,122.54,10,16,Tuesday,1654.29
2024-01-02,S03,Beverages,Tea,49,238.65,10,29,Tuesday,10524.46
2024-01-02,S01,Household,Cleaner,39,57.58,15,33,Tuesday,1908.78
2024-01-02,S03,Dairy,Cheese,39,79.22,0,40,Tuesday,3089.58
2024-01-02,S03,Personal Care,Shampoo,3,272.02,0,3,Tuesday,816.06
2024-01-02,S01,Dairy,Cheese,15,259.77,10,11,Tuesday,3506.9
2024-01-02,S03,Snacks,Chocolate,46,387.1,20,49,Tuesday,14245.28
2024-01-02,S05,Personal Care,Shampoo,39,132.92,20,34,Tuesday,4147.1
2024-01-02,S02,Household,Cleaner,37,52.15,20,22,Tuesday,1543.64
2024-01-02,S02,Snacks,Noodles,40,135.86,5,47,Tuesday,5162.68
2024-01-02,S01,Beverages,Tea,16,346.13,10,12,Tuesday,4984.27
2024-01-02,S04,Snacks,Biscuits,50,352.63,0,56,Tuesday,17631.5
2024-01-02,S01,Household,Detergent,23,197.41,0,14,Tuesday,4540.43
2024-01-02,S04,Household,Detergent,19,244.71,10,12,Tuesday,4184.54
2024-01-02,S02,Beverages,Soft Drink,10,493.25,10,8,Tuesday,4439.25
2024-01-02,S01,Dairy,Curd,4,443.84,10,5,Tuesday,1597.82
2024-01-02,S05,Grocery,Cooking Oil,33,293.54,20,29,Tuesday,7749.46
2024-01-02,S03,Dairy,Curd,39,172.14,5,40,Tuesday,6377.79
2024-01-02,S04,Snacks,Chips,13,431.97,0,10,Tuesday,5615.61
2024-01-02,S03,Beverages,Tea,11,306.86,5,11,Tuesday,3206.69
2024-01-02,S03,Snacks,Noodles,43,430.84,20,50,Tuesday,14820.9
2024-01-02,S01,Household,Cleaner,8,349.22,10,5,Tuesday,2514.38
2024-01-02,S03,Grocery,Rice,29,184.09,0,21,Tuesday,5338.61
2024-01-02,S05,Personal Care,Toothpaste,34,395.52,5,33,Tuesday,12775.3
2024-01-02,S03,Personal Care,Toothpaste,37,236.12,15,40,Tuesday,7425.97
2024-01-02,S01,Personal Care,Toothpaste,21,104.49,10,19,Tuesday,1974.86
2024-01-02,S05,Snacks,Chips,40,346.85,15,42,Tuesday,11792.9
2024-01-02,S02,Personal Care,Toothpaste,18,303.36,0,11,Tuesday,5460.48
2024-01-02,S03,Beverages,Tea,29,292.27,10,34,Tuesday,7628.25
2024-01-02,S01,Grocery,Rice,30,284.1,10,29,Tuesday,7670.7
2024-01-02,S02,Household,Dishwash,46,230.32,5,42,Tuesday,10064.98
2024-01-02,S02,Dairy,Milk,50,466.27,10,27,Tuesday,20982.15
2024-01-02,S04,Household,Detergent,17,493.59,10,17,Tuesday,7551.93
2024-01-02,S05,Beverages,Soft Drink,23,410.62,15,25,Tuesday,8027.62
2024-01-02,S03,Grocery,Wheat,6,322.59,10,3,Tuesday,1741.99
2024-01-02,S01,Dairy,Curd,27,389.63,10,14,Tuesday,9468.01
2024-01-02,S04,Personal Care,Shampoo,35,415.71,5,34,Tuesday,13822.36
2024-01-02,S05,Dairy,Cheese,37,133.32,15,26,Tuesday,4192.91
2024-01-02,S04,Snacks,Biscuits,25,212.08,5,20,Tuesday,5036.9
2024-01-02,S05,Snacks,Chips,49,462.66,15,25,Tuesday,19269.79
2024-01-02,S05,Personal Care,Shampoo,3,151.08,5,2,Tuesday,430.58
2024-01-02,S03,Personal Care,Face Wash,40,431.78,5,32,Tuesday,16407.64
2024-01-02,S05,Beverages,Coffee,35,294.98,5,26,Tuesday,9808.09
2024-01-02,S04,Beverages,Coffee,40,346.12,15,44,Tuesday,11768.08
2024-01-02,S05,Household,Tissue,49,408.12,10,35,Tuesday,17998.09
2024-01-02,S03,Snacks,Biscuits,4,454.58,10,4,Tuesday,1636.49
2024-01-02,S03,Grocery,Wheat,41,323.29,10,25,Tuesday,11929.4
2024-01-02,S04,Beverages,Juice,5,319.0,0,3,Tuesday,1595.0
2024-01-03,S02,Grocery,Cooking Oil,1,370.65,5,1,Wednesday,352.12
2024-01-03,S02,Household,Cleaner,31,105.81,0,30,Wednesday,3280.11
2024-01-03,S05,Snacks,Chocolate,43,321.29,10,34,Wednesday,12433.92
2024-01-03,S01,Beverages,Juice,9,388.74,0,8,Wednesday,3498.66
2024-01-03,S05,Grocery,Wheat,27,84.65,0,27,Wednesday,2285.55
2024-01-03,S04,Household,Tissue,38,111.09,10,19,Wednesday,3799.28
2024-01-03,S04,Grocery,Cooking Oil,16,325.28,10,11,Wednesday,4684.03
2024-01-03,S04,Beverages,Soft Drink,6,183.47,0,4,Wednesday,1100.82
2024-01-03,S04,Personal Care,Face Wash,24,317.38,5,17,Wednesday,7236.26
2024-01-03,S04,Household,Cleaner,25,243.12,0,13,Wednesday,6078.0
2024-01-03,S03,Household,Detergent,34,236.39,0,28,Wednesday,8037.26
2024-01-03,S02,Dairy,Butter,47,234.4,10,40,Wednesday,9915.12
2024-01-03,S04,Personal Care,Face Wash,35,183.09,10,29,Wednesday,5767.34
2024-01-03,S01,Household,Tissue,21,220.51,5,13,Wednesday,4399.17
2024-01-03,S01,Dairy,Cheese,32,37.18,5,31,Wednesday,1130.27
2024-01-03,S01,Grocery,Rice,13,171.93,10,11,Wednesday,2011.58
2024-01-03,S01,Beverages,Coffee,38,171.86,15,43,Wednesday,5551.08
2024-01-03,S03,Household,Dishwash,50,296.93,10,44,Wednesday,13361.85
2024-01-03,S01,Snacks,Noodles,30,325.93,15,17,Wednesday,8311.22
2024-01-03,S04,Beverages,Soft Drink,12,230.18,0,8,Wednesday,2762.16
2024-01-03,S05,Personal Care,Shampoo,33,70.13,10,25,Wednesday,2082.86
2024-01-03,S01,Dairy,Curd,30,435.0,10,30,Wednesday,11745.0
2024-01-03,S03,Beverages,Soft Drink,44,410.49,0,23,Wednesday,18061.56
2024-01-03,S03,Dairy,Curd,23,295.17,0,26,Wednesday,6788.91
2024-01-03,S01,Personal Care,Toothpaste,25,238.97,10,19,Wednesday,5376.82
2024-01-03,S05,Personal Care,Shampoo,30,419.27,0,34,Wednesday,12578.1
2024-01-03,S01,Beverages,Coffee,32,395.54,10,24,Wednesday,11391.55
2024-01-03,S03,Household,Tissue,30,311.96,0,31,Wednesday,9358.8
2024-01-03,S02,Snacks,Noodles,28,182.25,5,24,Wednesday,4847.85
2024-01-03,S04,Household,Detergent,2,314.78,10,2,Wednesday,566.6
2024-01-03,S03,Snacks,Noodles,10,52.01,5,6,Wednesday,494.1
2024-01-03,S01,Dairy,Cheese,36,109.26,5,41,Wednesday,3736.69
2024-01-03,S04,Beverages,Tea,9,466.98,20,9,Wednesday,3362.26
2024-01-03,S01,Grocery,Wheat,7,462.53,20,7,Wednesday,2590.17
2024-01-03,S01,Personal Care,Toothpaste,12,200.32,0,10,Wednesday,2403.84
2024-01-03,S02,Household,Detergent,34,142.95,15,38,Wednesday,4131.25
2024-01-03,S04,Dairy,Milk,15,434.71,0,9,Wednesday,6520.65
2024-01-03,S04,Personal Care,Toothpaste,49,418.77,0,34,Wednesday,20519.73
2024-01-03,S02,Dairy,Butter,12,490.16,10,8,Wednesday,5293.73
2024-01-03,S03,Beverages,Soft Drink,48,207.07,5,44,Wednesday,9442.39
2024-01-03,S01,Dairy,Butter,6,391.78,5,4,Wednesday,2233.15
2024-01-03,S05,Dairy,Cheese,26,319.0,5,30,Wednesday,7879.3
2024-01-03,S01,Grocery,Wheat,5,67.29,0,3,Wednesday,336.45
2024-01-03,S01,Dairy,Cheese,49,378.2,15,52,Wednesday,15752.03
2024-01-03,S03,Snacks,Chips,10,121.77,0,10,Wednesday,1217.7
2024-01-03,S01,Dairy,Cheese,21,140.6,10,25,Wednesday,2657.34
2024-01-03,S02,Dairy,Cheese,28,455.94,5,15,Wednesday,12128.0
2024-01-03,S02,Beverages,Coffee,41,206.62,10,41,Wednesday,7624.28
2024-01-03,S04,Dairy,Cheese,11,417.76,10,8,Wednesday,4135.82
2024-01-03,S05,Grocery,Sugar,42,200.4,5,24,Wednesday,7995.96
2024-01-03,S01,Beverages,Tea,47,119.35,15,50,Wednesday,4768.03
2024-01-03,S01,Personal Care,Shampoo,14,114.34,0,9,Wednesday,1600.76
2024-01-03,S03,Snacks,Noodles,16,222.13,0,12,Wednesday,3554.08
2024-01-03,S02,Snacks,Biscuits,44,201.05,0,33,Wednesday,8846.2
2024-01-03,S05,Personal Care,Face Wash,47,148.79,20,36,Wednesday,5594.5
2024-01-03,S04,Dairy,Curd,21,193.82,5,19,Wednesday,3866.71
2024-01-03,S02,Grocery,Wheat,14,88.18,15,10,Wednesday,1049.34
2024-01-03,S04,Grocery,Sugar,12,27.16,15,7,Wednesday,277.03
2024-01-03,S03,Grocery,Cooking Oil,26,301.42,10,22,Wednesday,7053.23
2024-01-03,S03,Grocery,Rice,49,494.1,20,34,Wednesday,19368.72
2024-01-03,S01,Dairy,Milk,9,148.69,10,9,Wednesday,1204.39
2024-01-03,S05,Personal Care,Shampoo,3,151.49,10,3,Wednesday,409.02
2024-01-03,S04,Personal Care,Soap,24,490.1,0,16,Wednesday,11762.4
2024-01-03,S02,Snacks,Biscuits,49,360.28,20,49,Wednesday,14122.98
2024-01-03,S03,Personal Care,Soap,41,477.08,0,46,Wednesday,19560.28
2024-01-03,S01,Grocery,Cooking Oil,19,100.36,15,17,Wednesday,1620.81
2024-01-03,S01,Dairy,Curd,12,58.31,10,10,Wednesday,629.75
2024-01-03,S04,Beverages,Coffee,38,118.36,10,19,Wednesday,4047.91
2024-01-03,S03,Beverages,Tea,2,352.8,5,1,Wednesday,670.32
2024-01-04,S05,Grocery,Sugar,28,460.12,5,28,Thursday,12239.19
2024-01-04,S03,Household,Dishwash,42,31.35,20,23,Thursday,1053.36
2024-01-04,S04,Snacks,Noodles,1,279.38,10,1,Thursday,251.44
2024-01-04,S04,Beverages,Tea,29,38.44,0,33,Thursday,1114.76
2024-01-04,S03,Household,Cleaner,3,472.48,5,2,Thursday,1346.57
2024-01-04,S04,Grocery,Cooking Oil,23,180.59,15,22,Thursday,3530.53
2024-01-04,S03,Dairy,Curd,8,401.24,5,5,Thursday,3049.42
2024-01-04,S02,Beverages,Soft Drink,14,117.32,10,10,Thursday,1478.23
2024-01-04,S03,Grocery,Rice,28,212.8,15,32,Thursday,5064.64
2024-01-04,S03,Beverages,Juice,42,352.42,0,40,Thursday,14801.64
2024-01-04,S04,Dairy,Butter,21,360.37,15,23,Thursday,6432.6
2024-01-04,S04,Personal Care,Toothpaste,3,443.76,10,3,Thursday,1198.15
2024-01-04,S01,Personal Care,Face Wash,46,377.98,10,55,Thursday,15648.37
2024-01-04,S01,Dairy,Curd,14,187.33,15,12,Thursday,2229.23
2024-01-04,S02,Dairy,Milk,19,210.82,5,22,Thursday,3805.3
2024-01-04,S01,Personal Care,Shampoo,4,322.74,5,3,Thursday,1226.41
2024-01-04,S03,Dairy,Curd,23,258.77,5,23,Thursday,5654.12
2024-01-04,S04,Dairy,Curd,7,126.06,0,7,Thursday,882.42
2024-01-04,S01,Dairy,Curd,41,245.61,5,26,Thursday,9566.51
2024-01-04,S01,Personal Care,Shampoo,16,266.57,10,12,Thursday,3838.61
2024-01-04,S02,Personal Care,Face Wash,1,284.04,0,1,Thursday,284.04
2024-01-04,S02,Household,Dishwash,20,77.79,10,21,Thursday,1400.22
2024-01-04,S03,Beverages,Tea,26,159.51,0,15,Thursday,4147.26
2024-01-04,S04,Personal Care,Shampoo,4,482.67,10,4,Thursday,1737.61
2024-01-04,S02,Beverages,Coffee,37,464.67,0,41,Thursday,17192.79
2024-01-04,S01,Personal Care,Soap,18,116.58,0,18,Thursday,2098.44
2024-01-04,S04,Snacks,Noodles,17,265.24,10,12,Thursday,4058.17
2024-01-04,S04,Beverages,Juice,22,132.39,5,21,Thursday,2766.95
2024-01-04,S01,Dairy,Curd,44,420.12,0,33,Thursday,18485.28
2024-01-04,S02,Snacks,Noodles,44,295.36,0,23,Thursday,12995.84
2024-01-04,S01,Household,Dishwash,34,423.11,10,19,Thursday,12947.17
2024-01-04,S04,Personal Care,Toothpaste,39,211.05,10,30,Thursday,7407.86
2024-01-04,S05,Personal Care,Face Wash,42,190.47,10,45,Thursday,7199.77
2024-01-04,S05,Household,Detergent,8,233.2,10,4,Thursday,1679.04
2024-01-04,S03,Snacks,Chocolate,46,249.82,0,47,Thursday,11491.72
2024-01-04,S01,Grocery,Rice,26,394.44,15,30,Thursday,8717.12
2024-01-04,S01,Dairy,Milk,3,156.68,5,3,Thursday,446.54
2024-01-04,S03,Beverages,Soft Drink,25,266.87,15,18,Thursday,5670.99
2024-01-04,S03,Snacks,Chocolate,37,451.69,0,25,Thursday,16712.53
2024-01-04,S03,Beverages,Juice,47,213.77,5,41,Thursday,9544.83
2024-01-04,S04,Personal Care,Toothpaste,48,381.31,10,56,Thursday,16472.59
2024-01-04,S01,Grocery,Wheat,36,81.46,5,18,Thursday,2785.93
2024-01-04,S04,Household,Tissue,15,67.92,10,10,Thursday,916.92
2024-01-04,S03,Grocery,Sugar,7,168.21,0,4,Thursday,1177.47
2024-01-04,S01,Beverages,Tea,31,209.12,15,33,Thursday,5510.31
2024-01-04,S04,Household,Dishwash,46,234.23,5,54,Thursday,10235.85
2024-01-04,S04,Personal Care,Face Wash,15,316.21,15,9,Thursday,4031.68
2024-01-04,S03,Household,Tissue,13,440.78,0,13,Thursday,5730.14
2024-01-04,S01,Household,Tissue,22,99.71,15,24,Thursday,1864.58
2024-01-04,S03,Grocery,Rice,50,28.07,5,48,Thursday,1333.32
2024-01-04,S01,Dairy,Curd,44,418.33,0,52,Thursday,18406.52
2024-01-04,S05,Personal Care,Face Wash,23,93.64,10,19,Thursday,1938.35
2024-01-04,S02,Snacks,Biscuits,3,27.06,20,3,Thursday,64.94
2024-01-04,S02,Snacks,Chocolate,20,48.86,0,12,Thursday,977.2
2024-01-04,S02,Snacks,Noodles,19,376.05,10,11,Thursday,6430.46
2024-01-04,S03,Dairy,Butter,46,384.99,15,35,Thursday,15053.11
2024-01-04,S05,Personal Care,Soap,48,121.93,0,39,Thursday,5852.64
2024-01-04,S01,Household,Tissue,30,165.62,10,19,Thursday,4471.74
2024-01-04,S04,Beverages,Soft Drink,42,255.42,15,27,Thursday,9118.49
2024-01-04,S01,Beverages,Tea,32,145.15,0,36,Thursday,4644.8
2024-01-04,S04,Personal Care,Toothpaste,41,437.88,10,33,Thursday,16157.77
2024-01-04,S01,Dairy,Milk,39,157.29,20,41,Thursday,4907.45
2024-01-04,S05,Personal Care,Toothpaste,30,333.54,5,36,Thursday,9505.89
2024-01-04,S04,Beverages,Coffee,24,68.94,15,12,Thursday,1406.38
2024-01-04,S03,Personal Care,Face Wash,37,234.91,5,24,Thursday,8257.09
2024-01-04,S01,Snacks,Biscuits,12,42.85,0,14,Thursday,514.2
2024-01-04,S01,Household,Detergent,44,243.53,10,36,Thursday,9643.79
2024-01-04,S04,Personal Care,Toothpaste,17,20.49,15,20,Thursday,296.08
2024-01-05,S03,Household,Detergent,9,30.25,10,7,Friday,245.02
2024-01-05,S03,Grocery,Wheat,15,276.76,5,8,Friday,3943.83
2024-01-05,S05,Personal Care,Shampoo,25,25.25,20,26,Friday,505.0
2024-01-05,S03,Beverages,Coffee,12,405.69,0,9,Friday,4868.28
2024-01-05,S03,Beverages,Soft Drink,14,161.34,10,10,Friday,2032.88
2024-01-05,S03,Household,Cleaner,20,76.59,5,10,Friday,1455.21
2024-01-05,S02,Beverages,Juice,46,264.35,10,47,Friday,10944.09
2024-01-05,S05,Snacks,Biscuits,49,395.94,5,31,Friday,18431.01
2024-01-05,S01,Beverages,Juice,45,447.32,0,36,Friday,20129.4
2024-01-05,S04,Grocery,Sugar,37,393.25,0,29,Friday,14550.25
2024-01-05,S01,Personal Care,Face Wash,27,298.08,5,31,Friday,7645.75
2024-01-05,S05,Dairy,Butter,30,465.45,5,17,Friday,13265.32
2024-01-05,S04,Beverages,Tea,25,235.21,10,16,Friday,5292.22
2024-01-05,S05,Personal Care,Toothpaste,40,348.03,5,46,Friday,13225.14
2024-01-05,S03,Snacks,Chocolate,28,132.6,10,32,Friday,3341.52
2024-01-05,S04,Personal Care,Soap,17,218.55,15,11,Friday,3158.05
2024-01-05,S03,Beverages,Juice,26,222.23,0,21,Friday,5777.98
2024-01-05,S01,Beverages,Tea,7,31.6,5,4,Friday,210.14
2024-01-05,S01,Household,Cleaner,47,137.56,20,48,Friday,5172.26
2024-01-05,S04,Beverages,Coffee,39,218.06,10,29,Friday,7653.91
2024-01-05,S04,Grocery,Rice,20,223.55,0,11,Friday,4471.0
2024-01-05,S05,Personal Care,Toothpaste,43,459.47,0,33,Friday,19757.21
2024-01-05,S05,Household,Dishwash,8,420.9,5,9,Friday,3198.84
2024-01-05,S03,Dairy,Milk,28,257.38,10,24,Friday,6485.98
2024-01-05,S04,Grocery,Wheat,15,348.18,10,14,Friday,4700.43
2024-01-05,S01,Dairy,Butter,17,189.02,10,12,Friday,2892.01
2024-01-05,S05,Beverages,Juice,27,114.6,10,23,Friday,2784.78
2024-01-05,S05,Dairy,Butter,26,105.2,5,26,Friday,2598.44
2024-01-05,S01,Dairy,Butter,42,51.3,10,27,Friday,1939.14
2024-01-05,S05,Grocery,Cooking Oil,15,248.08,15,9,Friday,3163.02
2024-01-05,S03,Grocery,Wheat,13,400.78,5,12,Friday,4949.63
2024-01-05,S04,Personal Care,Soap,20,88.21,10,19,Friday,1587.78
2024-01-05,S01,Dairy,Milk,17,366.86,10,16,Friday,5612.96
2024-01-05,S04,Grocery,Sugar,25,253.76,10,27,Friday,5709.6
2024-01-05,S05,Personal Care,Shampoo,47,172.08,15,54,Friday,6874.6
2024-01-05,S05,Dairy,Milk,21,380.63,15,24,Friday,6794.25
2024-01-05,S01,Dairy,Butter,8,247.52,15,6,Friday,1683.14
2024-01-05,S03,Household,Dishwash,17,270.18,5,13,Friday,4363.41
2024-01-05,S02,Beverages,Juice,36,109.96,10,28,Friday,3562.7
2024-01-05,S01,Grocery,Rice,34,363.63,15,17,Friday,10508.91
2024-01-05,S02,Snacks,Biscuits,44,454.2,10,52,Friday,17986.32
2024-01-05,S02,Household,Tissue,48,52.7,10,27,Friday,2276.64
2024-01-05,S03,Grocery,Rice,10,161.52,5,5,Friday,1534.44
2024-01-05,S02,Household,Dishwash,31,82.07,5,24,Friday,2416.96
2024-01-05,S02,Beverages,Coffee,14,38.63,5,14,Friday,513.78
2024-01-05,S03,Household,Dishwash,11,62.3,15,10,Friday,582.5
2024-01-05,S02,Household,Tissue,11,187.14,5,11,Friday,1955.61
2024-01-05,S02,Personal Care,Face Wash,29,283.99,15,32,Friday,7000.35
2024-01-05,S02,Grocery,Sugar,16,39.81,0,10,Friday,636.96
2024-01-05,S01,Dairy,Butter,37,176.37,0,30,Friday,6525.69
2024-01-05,S01,Snacks,Chocolate,19,291.97,10,10,Friday,4992.69
2024-01-05,S01,Personal Care,Toothpaste,22,278.36,0,17,Friday,6123.92
2024-01-05,S03,Grocery,Wheat,24,479.21,5,21,Friday,10925.99
2024-01-05,S05,Personal Care,Face Wash,43,410.12,5,33,Friday,16753.4
2024-01-05,S02,Dairy,Butter,44,479.49,5,22,Friday,20042.68
2024-01-05,S02,Household,Detergent,40,192.15,5,42,Friday,7301.7
2024-01-05,S03,Snacks,Chips,39,263.38,15,46,Friday,8731.05
2024-01-05,S02,Dairy,Cheese,9,325.5,10,11,Friday,2636.55
2024-01-05,S01,Snacks,Chocolate,29,419.28,5,21,Friday,11551.16
2024-01-05,S05,Personal Care,Toothpaste,48,35.31,10,27,Friday,1525.39
2024-01-05,S04,Household,Cleaner,33,292.91,15,17,Friday,8216.13
2024-01-05,S02,Household,Cleaner,42,279.58,10,28,Friday,10568.12
2024-01-05,S01,Grocery,Sugar,27,139.83,15,14,Friday,3209.1
2024-01-05,S04,Snacks,Biscuits,28,69.31,5,33,Friday,1843.65
2024-01-05,S05,Dairy,Curd,34,204.42,10,40,Friday,6255.25
2024-01-05,S04,Snacks,Chips,45,398.49,20,47,Friday,14345.64
2024-01-05,S01,Personal Care,Face Wash,36,343.53,20,43,Friday,9893.66
2024-01-05,S04,Household,Cleaner,32,90.61,10,30,Friday,2609.57
2024-01-05,S03,Personal Care,Face Wash,18,218.48,0,11,Friday,3932.64
2024-01-06,S04,Personal Care,Shampoo,26,107.62,0,28,Saturday,2798.12
2024-01-06,S02,Grocery,Rice,16,65.24,5,16,Saturday,991.65
2024-01-06,S02,Personal Care,Toothpaste,32,117.47,5,27,Saturday,3571.09
2024-01-06,S03,Grocery,Rice,33,370.9,0,20,Saturday,12239.7
